"측정일시","측정소명","이산화질소농도(ppm)","오존농도(ppm)","일산화탄소농도(ppm)","아황산가스(ppm)","미세먼지(㎍/㎥)","초미세먼지(㎍/㎥)"
"20190612","송파구","0.038","0.026","0.4","0.003","37","22"
"20190612","시흥대로","0.044","0.024","0.5","0.004","34","17"
"20190612","신촌로","0.05","0.017","0.7","0.003","33","19"
"20190612","양천구","0.027","0.029","0.4","0.005","31","17"
"20190612","영등포구","0.035","0.025","0.3","0.004","46","27"
"20190612","영등포로","0.057","0.017","0.6","0.005","38","20"
"20190612","올림픽공원","0.026","0.024","0.6","0.003","",""
"20190612","용산구","0.033","0.027","0.4","0.003","21","13"
"20190612","은평구","0.021","0.037","0.3","0.004","33","20"
"20190612","자연사박물관","","0.006","0.1","","",""
"20190612","정릉로","0.031","0.017","0.4","0.004","37","21"
"20190612","종로","0.029","0.029","0.4","0.003","26","13"
"20190612","종로구","0.026","0.03","0.5","0.003","25","13"
"20190612","중구","0.026","0.036","0.4","0.003","22","13"
"20190612","중랑구","0.018","0.035","0.3","0.006","21","15"
"20190612","천호대로","0.042","0.025","0.4","0.003","36","15"
"20190612","청계천로","0.035","0.028","0.6","0.004","28","16"
"20190612","한강대로","0.039","0.018","0.5","0.004","46","23"
"20190612","행주","0.02","0.031","0.6","0.004","33","12"
"20190612","홍릉로","0.036","0.025","0.6","0.003","31","17"
"20190612","화랑로","0.035","0.027","0.3","0.005","33","16"
"20190611","강남구","0.013","0.033","0.2","0.004","9","5"
"20190611","강남대로","0.057","0.027","0.3","0.004","18","7"
"20190611","강동구","0.01","0.032","0.3","0.003","9","5"
"20190611","강변북로","0.035","0.024","0.2","0.004","14","5"
"20190611","강북구","0.009","0.036","0.3","0.002","12","5"
"20190611","강서구","0.016","0.043","0.3","0.003","10","6"
"20190611","공항대로","0.033","0.027","0.3","0.004","17","7"
"20190611","관악구","0.017","0.04","0.2","0.003","15","8"
"20190611","관악산","0.009","0.013","0.2","0.003","12","6"
"20190611","광진구","0.014","0.032","0.4","0.004","12","10"
"20190611","구로구","0.013","0.041","0.2","0.003","14","7"
"20190611","궁동","0.026","0.029","0.4","0.005","14","7"
"20190611","금천구","0.017","0.033","0.3","0.002","13","8"
"20190611","남산","0.017","0.042","0.8","0.004","14","7"
"20190611","노원구","0.013","0.033","0.3","0.003","11","6"
"20190611","도봉구","0.01","0.038","0.3","0.003","13","6"
"20190611","도산대로","0.02","0.027","0.6","0.003","18","9"
"20190611","동대문구","0.015","0.04","0.3","0.004","7","4"
"20190611","동작구","0.018","0.033","0.3","0.002","13","6"
"20190611","동작대로","0.041","0.026","0.3","0.005","20","9"
"20190611","마포구","0.011","0.042","0.2","0.004","14","9"
"20190611","마포아트센터","0.013","0.041","0.2","0.003","13","6"
"20190611","북한산","0.004","0.031","0.5","0.003","11","8"
"20190611","서대문구","0.01","0.042","0.5","0.002","11","6"
"20190611","서울숲","0.012","0.034","0.3","0.003","",""
"20190611","서초구","0.016","0.039","0.2","0.003","15","10"
"20190611","성동구","0.015","0.045","0.3","0.003","11","5"
"20190611","성북구","0.019","0.034","0.5","0.002","14","7"
"20190611","세곡","0.025","0.026","0.9","0.003","11","6"
"20190611","송파구","0.018","0.039","0.2","0.002","13","7"
"20190611","시흥대로","0.049","0.022","0.5","0.003","20","8"
"20190611","신촌로","0.036","0.03","0.4","0.003","16","8"
"20190611","양천구","0.017","0.034","0.3","0.003","13","5"
"20190611","영등포구","0.02","0.034","0.2","0.003","18","9"
"20190611","영등포로","0.031","0.03","0.4","0.003","16","7"
"20190611","올림픽공원","0.011","0.034","0.4","0.002","",""
"20190611","용산구","0.017","0.037","0.3","0.002","6","3"
"20190611","은평구","0.015","0.043","0.2","0.004","15","11"
"20190611","자연사박물관","","0.01","0.1","","",""
"20190611","정릉로","0.026","0.02","0.3","0.004","14","8"
"20190611","종로","0.028","0.031","0.4","0.003","12","5"
"20190611","종로구","0.016","0.036","0.4","0.003","11","5"
"20190611","중구","0.018","0.042","0.3","0.002","8","5"
"20190611","중랑구","0.012","0.037","0.3","0.005","6","5"
"20190611","천호대로","0.03","0.029","0.4","0.002","16","6"
"20190611","청계천로","0.028","0.032","0.5","0.003","12","7"
"20190611","한강대로","0.028","0.024","0.4","0.004","24","11"
"20190611","행주","0.011","0.043","0.6","0.003","18","8"
"20190611","홍릉로","0.024","0.036","0.5","0.003","20","11"
"20190611","화랑로","0.032","0.029","0.3","0.005","13","6"
"20190610","강남구","0.013","0.022","0.2","0.004","8","4"
"20190610","강남대로","0.053","0.022","0.3","0.004","17","7"
"20190610","강동구","0.01","0.024","0.3","0.003","9","5"
"20190610","강변북로","0.01","0.027","0.1","0.004","11","4"
"20190610","강북구","0.01","0.028","0.3","0.002","9","3"
"20190610","강서구","0.017","0.03","0.3","0.002","8","5"
"20190610","공항대로","0.028","0.021","0.3","0.004","13","5"
"20190610","관악구","0.016","0.026","0.2","0.004","13","9"
"20190610","관악산","0.008","0.01","0.2","0.003","10","4"
"20190610","광진구","0.014","0.024","0.5","0.005","11","11"
"20190610","구로구","0.012","0.028","0.2","0.004","11","9"
"20190610","궁동","0.023","0.022","0.4","0.005","9","5"
"20190610","금천구","0.012","0.024","0.3","0.002","13","8"
"20190610","남산","0.011","0.033","0.8","0.004","10","5"
"20190610","노원구","0.01","0.028","0.3","0.003","8","5"
"20190610","도봉구","0.007","0.03","0.3","0.003","10","4"
"20190610","도산대로","0.014","0.022","0.6","0.003","12","6"
"20190610","동대문구","0.014","0.028","0.3","0.004","5","3"
"20190610","동작구","0.016","0.026","0.3","0.002","13","5"
"20190610","동작대로","0.035","0.018","0.4","0.005","20","9"
"20190610","마포구","0.01","0.032","0.2","0.004","11","10"
"20190610","마포아트센터","0.01","0.031","0.2","0.003","11","5"
"20190610","북한산","0.005","0.025","0.5","0.003","10","8"
"20190610","서대문구","0.008","0.034","0.6","0.002","9","5"
"20190610","서울숲","0.009","0.025","0.3","0.004","",""
"20190610","서초구","0.015","0.028","0.2","0.003","12","11"
"20190610","성동구","0.012","0.034","0.2","0.003","10","6"
"20190610","성북구","0.018","0.026","0.5","0.002","12","6"
"20190610","세곡","0.019","0.019","1","0.003","9","5"
"20190610","송파구","0.015","0.029","0.3","0.002","12","8"
"20190610","시흥대로","0.043","0.014","0.6","0.003","21","8"
"20190610","신촌로","0.023","0.027","0.4","0.002","11","6"
"20190610","양천구","0.017","0.024","0.3","0.003","10","5"
"20190610","영등포구","0.013","0.025","0.2","0.002","16","11"
"20190610","영등포로","0.027","0.021","0.4","0.003","12","6"
"20190610","올림픽공원","0.011","0.024","0.4","0.003","",""
"20190610","용산구","0.013","0.029","0.2","0.002","4","2"
"20190610","은평구","0.014","0.032","0.1","0.004","10","9"
"20190610","자연사박물관","","0.007","0.1","","",""
"20190610","정릉로","0.021","0.018","0.3","0.004","14","5"
"20190610","종로","0.03","0.021","0.5","0.003","10","4"
"20190610","종로구","0.014","0.027","0.4","0.003","10","5"
"20190610","중구","0.02","0.029","0.4","0.002","9","5"
"20190610","중랑구","0.01","0.029","0.2","0.006","5","4"
"20190610","천호대로","0.024","0.023","0.4","0.002","15","6"
"20190610","청계천로","0.022","0.025","0.5","0.003","10","6"
"20190610","한강대로","0.023","0.018","0.4","0.004","27","12"
"20190610","행주","0.013","0.031","0.7","0.003","12","6"
"20190610","홍릉로","0.018","0.028","0.4","0.003","16","9"
"20190610","화랑로","0.028","0.024","0.3","0.005","12","4"
"20190609","강남구","0.015","0.046","0.4","0.006","33","24"
"20190609","강남대로","0.043","0.038","0.5","0.005","51","40"
"20190609","강동구","0.022","0.037","0.5","0.004","38","29"
"20190609","강변북로","0.046","0.027","0.4","0.004","56","41"
"20190609","강북구","0.012","0.045","0.5","0.003","36","24"
"20190609","강서구","0.017","0.057","0.4","0.007","28","20"
"20190609","공항대로","0.025","0.046","0.4","0.005","26","20"
"20190609","관악구","0.018","0.05","0.3","0.004","47","32"
"20190609","관악산","0.01","0.034","0.4","0.005","32","24"
"20190609","광진구","0.019","0.046","0.7","0.007","51","49"
"20190609","구로구","0.014","0.053","0.3","0.004","47","41"
"20190609","궁동","0.028","0.035","0.4","0.005","25","20"
"20190609","금천구","0.02","0.041","0.5","0.006","32","26"
"20190609","남산","0.018","0.056","1.1","0.006","36","26"
"20190609","노원구","0.016","0.042","0.5","0.004","34","27"
"20190609","도봉구","0.011","0.053","0.4","0.003","46","32"
"20190609","도산대로","0.018","0.043","0.8","0.006","51","41"
"20190609","동대문구","0.017","0.051","0.4","0.005","28","23"
"20190609","동작구","0.02","0.044","0.5","0.005","37","28"
"20190609","동작대로","0.046","0.035","0.5","0.006","56","40"
"20190609","마포구","0.016","0.051","0.4","0.004","49","42"
"20190609","마포아트센터","0.016","0.053","0.3","0.005","33","23"
"20190609","북한산","0.007","0.044","0.7","0.003","37","30"
"20190609","서대문구","0.014","0.051","0.8","0.004","45","38"
"20190609","서울숲","0.016","0.044","0.4","0.004","",""
"20190609","서초구","0.017","0.053","0.4","0.003","49","45"
"20190609","성동구","0.022","0.06","0.5","0.004","49","40"
"20190609","성북구","0.019","0.048","0.7","0.004","53","38"
"20190609","세곡","0.028","0.036","1.2","0.005","32","23"
"20190609","송파구","0.024","0.05","0.5","0.005","50","40"
"20190609","시흥대로","0.031","0.046","0.5","0.006","37","24"
"20190609","신촌로","0.042","0.041","0.6","0.004","39","30"
"20190609","양천구","0.017","0.045","0.5","0.005","32","22"
"20190609","영등포구","0.015","0.045","0.4","0.004","49","41"
"20190609","영등포로","0.038","0.042","0.6","0.005","37","27"
"20190609","올림픽공원","0.02","0.04","0.7","0.004","",""
"20190609","용산구","0.023","0.049","0.5","0.004","26","24"
"20190609","은평구","0.016","0.055","0.3","0.005","42","32"
"20190609","자연사박물관","","0.008","0.2","","",""
"20190609","정릉로","0.029","0.027","0.5","0.004","54","39"
"20190609","종로","0.021","0.049","0.5","0.004","32","23"
"20190609","종로구","0.018","0.046","0.5","0.004","28","20"
"20190609","중구","0.02","0.056","0.5","0.004","30","22"
"20190609","중랑구","0.016","0.05","0.4","0.007","31","28"
"20190609","천호대로","0.036","0.048","0.6","0.004","48","30"
"20190609","청계천로","0.025","0.05","0.5","0.005","32","25"
"20190609","한강대로","0.027","0.032","0.5","0.005","60","45"
"20190609","행주","0.011","0.057","0.8","0.004","28","17"
"20190609","홍릉로","0.028","0.046","0.6","0.004","49","34"
"20190609","화랑로","0.034","0.043","0.3","0.005","35","29"
"20190608","강남구","0.017","0.04","0.3","0.005","20","12"
"20190608","강남대로","0.064","0.026","0.5","0.004","32","18"
"20190608","강동구","0.019","0.036","0.4","0.004","24","13"
"20190608","강변북로","0.048","0.023","0.3","0.004","30","17"
"20190608","강북구","0.013","0.043","0.4","0.002","25","12"
"20190608","강서구","0.024","0.053","0.5","0.005","23","15"
"20190608","공항대로","0.041","0.033","0.4","0.005","26","16"
"20190608","관악구","0.025","0.045","0.3","0.004","26","16"
"20190608","관악산","0.01","0.029","0.3","0.004","24","16"
"20190608","광진구","0.018","0.043","0.5","0.005","29","19"
"20190608","구로구","0.019","0.05","0.3","0.004","25","19"
"20190608","궁동","0.034","0.035","0.4","0.005","21","12"
"20190608","금천구","0.023","0.037","0.4","0.003","23","16"
"20190608","남산","0.021","0.05","1","0.005","29","14"
"20190608","노원구","0.017","0.039","0.4","0.003","24","15"
"20190608","도봉구","0.012","0.047","0.4","0.003","26","14"
"20190608","도산대로","0.022","0.035","0.8","0.004","30","16"
"20190608","동대문구","0.019","0.046","0.3","0.004","18","12"
"20190608","동작구","0.026","0.039","0.4","0.003","26","15"
"20190608","동작대로","0.056","0.026","0.6","0.005","36","18"
"20190608","마포구","0.02","0.046","0.3","0.004","27","19"
"20190608","마포아트센터","0.018","0.048","0.2","0.003","24","14"
"20190608","북한산","0.007","0.041","0.6","0.003","24","17"
"20190608","서대문구","0.016","0.05","0.7","0.004","26","14"
"20190608","서울숲","0.018","0.038","0.3","0.003","",""
"20190608","서초구","0.024","0.047","0.3","0.003","31","19"
"20190608","성동구","0.022","0.052","0.3","0.003","24","16"
"20190608","성북구","0.026","0.039","0.6","0.003","31","17"
"20190608","세곡","0.029","0.03","1.1","0.003","23","13"
"20190608","송파구","0.026","0.045","0.4","0.003","26","17"
"20190608","시흥대로","0.05","0.03","0.7","0.003","30","15"
"20190608","신촌로","0.05","0.035","0.6","0.003","28","20"
"20190608","양천구","0.025","0.042","0.4","0.004","26","14"
"20190608","영등포구","0.02","0.039","0.3","0.003","27","20"
"20190608","영등포로","0.048","0.031","0.6","0.004","29","16"
"20190608","올림픽공원","0.018","0.034","0.5","0.003","",""
"20190608","용산구","0.026","0.045","0.4","0.003","18","12"
"20190608","은평구","0.021","0.048","0.3","0.004","26","17"
"20190608","자연사박물관","","0.018","0.1","","",""
"20190608","정릉로","0.031","0.022","0.4","0.004","32","17"
"20190608","종로","0.031","0.039","0.5","0.003","23","13"
"20190608","종로구","0.022","0.042","0.5","0.004","20","12"
"20190608","중구","0.024","0.051","0.4","0.003","20","13"
"20190608","중랑구","0.015","0.048","0.3","0.006","17","14"
"20190608","천호대로","0.038","0.037","0.5","0.003","31","14"
"20190608","청계천로","0.032","0.04","0.5","0.004","24","16"
"20190608","한강대로","0.036","0.026","0.5","0.004","37","21"
"20190608","행주","0.02","0.047","0.8","0.004","26","13"
"20190608","홍릉로","0.029","0.041","0.6","0.003","34","21"
"20190608","화랑로","0.036","0.035","0.3","0.005","25","14"
"20190607","강남구","0.011","0.043","0.3","0.005","10","6"
"20190607","강남대로","0.054","0.039","0.4","0.004","15","9"
"20190607","강동구","0.009","0.042","0.3","0.003","10","7"
"20190607","강변북로","0.012","0.046","0.1","0.004","12","7"
"20190607","강북구","0.007","0.047","0.3","0.002","13","6"
"20190607","강서구","0.015","0.054","0.4","0.004","12","8"
"20190607","공항대로","0.031","0.036","0.4","0.004","14","9"
"20190607","관악구","0.015","0.051","0.2","0.004","14","12"
"20190607","관악산","0.008","0.021","0.3","0.003","7","3"
"20190607","광진구","0.011","0.051","0.5","0.005","13","14"
"20190607","구로구","0.012","0.055","0.2","0.004","12","11"
"20190607","궁동","0.021","0.038","0.4","0.005","11","7"
"20190607","금천구","0.012","0.042","0.3","0.002","12","9"
"20190607","남산","0.013","0.058","0.9","0.004","12","6"
"20190607","노원구","0.009","0.046","0.3","0.003","10","7"
"20190607","도봉구","0.007","0.056","0.3","0.003","15","7"
"20190607","도산대로","0.012","0.052","0.7","0.003","15","9"
"20190607","동대문구","0.015","0.044","0.3","0.004","8","6"
"20190607","동작구","0.015","0.047","0.3","0.002","17","7"
"20190607","동작대로","0.048","0.035","0.4","0.005","19","9"
"20190607","마포구","0.009","0.056","0.3","0.004","14","13"
"20190607","마포아트센터","0.011","0.055","0.2","0.003","13","8"
"20190607","북한산","0.005","0.045","0.5","0.003","11","10"
"20190607","서대문구","0.008","0.06","0.6","0.003","10","8"
"20190607","서울숲","0.009","0.047","0.3","0.004","",""
"20190607","서초구","0.017","0.052","0.3","0.003","18","15"
"20190607","성동구","0.014","0.062","0.3","0.004","14","9"
"20190607","성북구","0.019","0.047","0.6","0.002","15","11"
"20190607","세곡","0.021","0.038","1","0.002","10","7"
"20190607","송파구","0.016","0.056","0.3","0.002","11","9"
"20190607","시흥대로","0.054","0.03","0.7","0.003","20","9"
"20190607","신촌로","0.027","0.051","0.4","0.002","14","9"
"20190607","양천구","0.015","0.038","0.4","0.003","15","7"
"20190607","영등포구","0.01","0.044","0.3","0.002","17","13"
"20190607","영등포로","0.031","0.044","0.5","0.003","15","8"
"20190607","올림픽공원","0.011","0.046","0.4","0.003","",""
"20190607","용산구","0.011","0.054","0.3","0.002","6","5"
"20190607","은평구","0.01","0.059","0.2","0.004","14","13"
"20190607","자연사박물관","","0.027","0.1","","",""
"20190607","정릉로","0.027","0.028","0.4","0.004","19","12"
"20190607","종로","0.03","0.044","0.4","0.003","13","6"
"20190607","종로구","0.014","0.046","0.5","0.003","11","6"
"20190607","중구","0.019","0.054","0.4","0.002","11","7"
"20190607","중랑구","0.012","0.05","0.3","0.007","9","7"
"20190607","천호대로","0.031","0.049","0.4","0.002","21","8"
"20190607","청계천로","0.024","0.049","0.5","0.003","13","9"
"20190607","한강대로","0.026","0.025","0.4","0.003","20","12"
"20190607","행주","0.007","0.06","0.7","0.003","16","7"
"20190607","홍릉로","0.025","0.04","0.5","0.003","20","11"
"20190607","화랑로","0.036","0.041","0.3","0.004","13","6"
"20190606","강남구","0.031","0.019","0.5","0.005","46","30"
"20190606","강남대로","0.066","0.018","0.6","0.004","73","56"
"20190606","강동구","0.035","0.02","0.6","0.004","53","33"
"20190606","강변북로","0.047","0.013","0.5","0.004","78","56"
"20190606","강북구","0.022","0.029","0.6","0.003","75","44"
"20190606","강서구","0.039","0.02","0.6","0.004","50","33"
"20190606","공항대로","0.044","0.014","0.5","0.005","49","29"
"20190606","관악구","0.041","0.021","0.5","0.004","74","51"
"20190606","관악산","0.012","0.04","0.4","0.004","64","43"
"20190606","광진구","0.031","0.025","0.8","0.006","76","64"
"20190606","구로구","0.036","0.018","0.4","0.004","72","61"
"20190606","궁동","0.054","0.014","0.4","0.005","52","26"
"20190606","금천구","0.043","0.012","0.6","0.004","46","30"
"20190606","남산","0.036","0.029","1.2","0.005","55","36"
"20190606","노원구","0.028","0.026","0.6","0.004","59","38"
"20190606","도봉구","0.021","0.034","0.6","0.003","88","65"
"20190606","도산대로","0.031","0.026","1.1","0.004","75","56"
"20190606","동대문구","0.036","0.021","0.5","0.004","49","32"
"20190606","동작구","0.042","0.021","0.6","0.004","57","34"
"20190606","동작대로","0.06","0.014","0.7","0.005","81","55"
"20190606","마포구","0.029","0.021","0.5","0.004","74","53"
"20190606","마포아트센터","0.032","0.028","0.3","0.004","48","31"
"20190606","북한산","0.013","0.034","0.8","0.003","60","47"
"20190606","서대문구","0.027","0.028","0.9","0.004","70","55"
"20190606","서울숲","0.032","0.022","5.9","0.004","",""
"20190606","서초구","0.037","0.025","0.5","0.003","69","54"
"20190606","성동구","0.042","0.028","0.6","0.004","75","56"
"20190606","성북구","0.039","0.025","1","0.003","76","62"
"20190606","세곡","0.04","0.018","1.2","0.004","45","29"
"20190606","송파구","0.04","0.027","0.6","0.004","67","50"
"20190606","시흥대로","0.065","0.008","0.8","0.004","59","31"
"20190606","신촌로","0.048","0.021","0.7","0.003","54","37"
"20190606","양천구","0.039","0.013","0.6","0.004","57","32"
"20190606","영등포구","0.035","0.018","0.5","0.003","81","60"
"20190606","영등포로","0.053","0.016","0.7","0.004","60","35"
"20190606","올림픽공원","0.033","0.019","0.7","0.003","",""
"20190606","용산구","0.041","0.021","0.6","0.003","42","31"
"20190606","은평구","0.027","0.029","0.4","0.004","66","47"
"20190606","자연사박물관","","0.009","0.2","","",""
"20190606","정릉로","0.04","0.017","0.6","0.004","89","62"
"20190606","종로","0.045","0.02","0.7","0.003","55","35"
"20190606","종로구","0.038","0.024","0.7","0.004","48","27"
"20190606","중구","0.042","0.026","0.6","0.003","48","33"
"20190606","중랑구","0.028","0.025","0.5","0.007","52","36"
"20190606","천호대로","0.051","0.021","0.7","0.003","61","31"
"20190606","청계천로","0.047","0.022","0.7","0.004","53","38"
"20190606","한강대로","0.044","0.012","0.6","0.004","89","61"
"20190606","행주","0.022","0.027","0.9","0.003","43","18"
"20190606","홍릉로","0.042","0.017","0.7","0.004","71","45"
"20190606","화랑로","0.048","0.025","0.6","0.005","64","45"
"20190605","강남구","0.025","0.033","0.4","0.005","43","29"
"20190605","강남대로","0.062","0.033","0.5","0.004","69","51"
"20190605","강동구","0.031","0.029","0.5","0.004","46","30"
"20190605","강변북로","0.061","0.015","0.5","0.004","76","53"
"20190605","강북구","0.016","0.033","0.4","0.002","46","25"
"20190605","강서구","0.029","0.039","0.4","0.005","48","33"
"20190605","공항대로","0.041","0.026","0.5","0.005","39","28"
"20190605","관악구","0.025","0.045","0.3","0.004","69","48"
"20190605","관악산","0.013","0.033","0.3","0.004","54","35"
"20190605","광진구","0.029","0.034","0.7","0.006","71","56"
"20190605","구로구","0.021","0.045","0.3","0.004","70","62"
"20190605","궁동","0.038","0.03","0.4","0.005","47","29"
"20190605","금천구","0.024","0.031","0.4","0.003","43","31"
"20190605","남산","0.032","0.042","1.1","0.005","54","33"
"20190605","노원구","0.024","0.03","0.4","0.004","40","27"
"20190605","도봉구","0.015","0.044","0.4","0.003","59","38"
"20190605","도산대로","0.029","0.037","0.9","0.004","74","53"
"20190605","동대문구","0.029","0.035","0.4","0.004","38","27"
"20190605","동작구","0.025","0.038","0.4","0.003","48","34"
"20190605","동작대로","0.055","0.03","0.5","0.005","75","53"
"20190605","마포구","0.023","0.039","0.4","0.004","66","47"
"20190605","마포아트센터","0.028","0.041","0.3","0.004","44","28"
"20190605","북한산","0.012","0.038","0.6","0.003","52","41"
"20190605","서대문구","0.022","0.042","0.7","0.004","62","45"
"20190605","서울숲","0.027","0.031","7.5","0.004","",""
"20190605","서초구","0.028","0.044","0.4","0.003","71","56"
"20190605","성동구","0.038","0.041","0.5","0.003","67","51"
"20190605","성북구","0.033","0.033","0.8","0.003","68","46"
"20190605","세곡","0.029","0.036","1.1","0.003","42","28"
"20190605","송파구","0.032","0.041","0.5","0.003","64","47"
"20190605","시흥대로","0.045","0.038","0.6","0.004","53","33"
"20190605","신촌로","0.057","0.026","0.7","0.004","50","33"
"20190605","양천구","0.028","0.032","0.5","0.004","51","31"
"20190605","영등포구","0.027","0.031","0.5","0.003","73","55"
"20190605","영등포로","0.058","0.025","0.7","0.004","56","35"
"20190605","올림픽공원","0.029","0.03","0.7","0.003","36","24"
"20190605","용산구","0.041","0.031","0.5","0.003","38","29"
"20190605","은평구","0.024","0.045","0.3","0.004","62","43"
"20190605","자연사박물관","","0.007","0.2","","28","19"
"20190605","정릉로","0.04","0.019","0.5","0.004","65","49"
"20190605","종로","0.032","0.028","0.5","0.003","34","21"
"20190605","종로구","0.032","0.033","0.6","0.004","40","23"
"20190605","중구","0.031","0.04","0.5","0.003","37","26"
"20190605","중랑구","0.026","0.034","0.4","0.007","39","30"
"20190605","천호대로","0.05","0.034","0.6","0.003","55","29"
"20190605","청계천로","0.042","0.031","0.6","0.004","42","29"
"20190605","한강대로","0.043","0.02","0.6","0.004","81","53"
"20190605","행주","0.015","0.046","0.8","0.004","47","20"
"20190605","홍릉로","0.042","0.025","0.6","0.004","61","38"
"20190605","화랑로","0.041","0.033","0.3","0.005","52","31"
"20190604","강남구","0.02","0.03","0.4","0.005","23","15"
"20190604","강남대로","0.058","0.024","0.5","0.005","33","19"
"20190604","강동구","0.029","0.025","0.4","0.004","29","18"
"20190604","강변북로","0.052","0.015","0.3","0.004","36","19"
"20190604","강북구","0.017","0.033","0.4","0.003","31","17"
"20190604","강서구","0.025","0.037","0.4","0.006","30","20"
"20190604","공항대로","0.038","0.024","0.4","0.006","33","21"
"20190604","관악구","0.024","0.036","0.3","0.004","31","21"
"20190604","관악산","0.01","0.043","0.3","0.005","27","18"
"20190604","광진구","0.025","0.028","0.6","0.006","32","26"
"20190604","구로구","0.018","0.037","0.3","0.004","30","24"
"20190604","궁동","0.039","0.024","0.4","0.005","30","17"
"20190604","금천구","0.025","0.028","0.4","0.004","26","19"
"20190604","남산","0.024","0.039","1","0.006","29","19"
"20190604","노원구","0.026","0.027","0.4","0.004","31","21"
"20190604","도봉구","0.015","0.036","0.4","0.005","31","17"
"20190604","도산대로","0.024","0.032","0.8","0.005","34","19"
"20190604","동대문구","0.023","0.038","0.4","0.005","23","17"
"20190604","동작구","0.022","0.033","0.4","0.004","29","18"
"20190604","동작대로","0.048","0.024","0.5","0.006","35","20"
"20190604","마포구","0.02","0.033","0.3","0.004","35","24"
"20190604","마포아트센터","0.022","0.035","0.2","0.004","27","16"
"20190604","북한산","0.01","0.035","0.6","0.004","27","20"
"20190604","서대문구","0.021","0.033","0.7","0.004","30","20"
"20190604","서울숲","0.024","0.026","2.8","0.003","39","21"
"20190604","서초구","0.022","0.036","0.3","0.003","31","23"
"20190604","성동구","0.03","0.036","0.4","0.004","30","17"
"20190604","성북구","0.029","0.03","0.7","0.004","35","19"
"20190604","세곡","0.03","0.028","1","0.004","24","16"
"20190604","송파구","0.029","0.033","0.4","0.004","27","17"
"20190604","시흥대로","0.039","0.029","0.5","0.005","32","18"
"20190604","신촌로","0.048","0.024","0.6","0.004","30","21"
"20190604","양천구","0.025","0.031","0.5","0.005","31","19"
"20190604","영등포구","0.021","0.027","0.3","0.004","35","26"
"20190604","영등포로","0.051","0.02","0.6","0.005","34","19"
"20190604","올림픽공원","0.023","0.027","0.5","0.004","27","17"
"20190604","용산구","0.03","0.029","0.4","0.004","21","16"
"20190604","은평구","0.023","0.038","0.3","0.005","30","22"
"20190604","자연사박물관","","0.007","0.2","","28","19"
"20190604","정릉로","0.041","0.019","0.5","0.004","35","24"
"20190604","종로","0.031","0.029","0.5","0.004","28","16"
"20190604","종로구","0.026","0.032","0.5","0.004","26","16"
"20190604","중구","0.028","0.036","0.4","0.004","23","16"
"20190604","중랑구","0.023","0.03","0.4","0.006","25","20"
"20190604","천호대로","0.04","0.028","0.5","0.004","35","19"
"20190604","청계천로","0.036","0.029","0.6","0.005","28","19"
"20190604","한강대로","0.036","0.02","0.5","0.005","44","25"
"20190604","행주","0.022","0.033","0.8","0.004","35","16"
"20190604","홍릉로","0.037","0.028","0.5","0.004","42","26"
"20190604","화랑로","0.04","0.028","0.3","0.005","33","21"
"20190603","강남구","0.028","0.04","0.4","0.005","32","19"
"20190603","강남대로","0.072","0.03","0.5","0.005","51","24"
"20190603","강동구","0.03","0.04","0.4","0.004","39","24"
"20190603","강변북로","0.068","0.021","0.4","0.004","48","24"
"20190603","강북구","0.021","0.047","0.4","0.003","40","21"
"20190603","강서구","0.031","0.044","0.4","0.005","34","18"
"20190603","공항대로","0.044","0.027","0.4","0.005","38","21"
"20190603","관악구","0.031","0.048","0.3","0.004","41","23"
"20190603","관악산","0.012","0.057","0.3","0.004","47","24"
"20190603","광진구","0.027","0.043","0.6","0.005","45","28"
"20190603","구로구","0.024","0.047","0.3","0.004","44","25"
"20190603","궁동","0.037","0.033","0.4","0.005","35","17"
"20190603","금천구","0.035","0.035","0.4","0.004","33","20"
"20190603","남산","0.032","0.052","1","0.005","45","23"
"20190603","노원구","0.027","0.044","0.5","0.004","36","23"
"20190603","도봉구","0.018","0.052","0.4","0.004","41","21"
"20190603","도산대로","0.032","0.041","0.9","0.005","47","25"
"20190603","동대문구","0.028","0.052","0.5","0.004","32","21"
"20190603","동작구","0.031","0.042","0.4","0.003","35","20"
"20190603","동작대로","0.064","0.031","0.6","0.006","50","29"
"20190603","마포구","0.025","0.042","0.4","0.004","45","25"
"20190603","마포아트센터","0.028","0.046","0.3","0.004","34","18"
"20190603","북한산","0.011","0.049","0.7","0.003","34","21"
"20190603","서대문구","0.025","0.046","0.7","0.004","42","21"
"20190603","서울숲","0.029","0.038","0.8","0.004","52","26"
"20190603","서초구","0.03","0.048","0.4","0.003","43","25"
"20190603","성동구","0.035","0.053","0.5","0.003","41","21"
"20190603","성북구","0.037","0.039","0.7","0.003","50","22"
"20190603","세곡","0.04","0.039","1.1","0.004","35","21"
"20190603","송파구","0.039","0.047","0.5","0.003","43","22"
"20190603","시흥대로","0.059","0.032","0.6","0.004","43","20"
"20190603","신촌로","0.064","0.03","0.7","0.004","39","24"
"20190603","양천구","0.032","0.037","0.5","0.004","35","18"
"20190603","영등포구","0.03","0.034","0.4","0.003","45","26"
"20190603","영등포로","0.058","0.029","0.7","0.004","40","20"
"20190603","올림픽공원","0.028","0.041","0.6","0.004","43","22"
"20190603","용산구","0.038","0.042","0.5","0.003","30","20"
